q	t	bitscore	evalue
YP_009098602.1	YP_006986775.1	608.2	1.7e-222
YP_009098602.1	YP_009149463.1	608.2	1.7e-222
YP_009098602.1	YP_803158.1	607.1	4.9e-222
YP_009098602.1	YP_010094469.1	607.1	4.9e-222
YP_009098602.1	YP_010072781.1	607.1	4.9e-222
YP_009098602.1	YP_010066170.1	606.3	9.5e-222
YP_009098602.1	YP_009850416.1	486.5	2.3e-174
YP_009098602.1	YP_009855935.1	396.7	6.3e-139
YP_009598009.1	YP_007236433.1	579.3	5.9e-211
YP_009598009.1	YP_008859358.1	604.4	7.3e-221
YP_009598009.1	YP_009813172.1	130.6	8.1e-35
YP_009598009.1	YP_009813336.1	129.4	2.2e-34
YP_009598009.1	YP_009819610.1	218.0	2.2e-68
YP_009598009.1	YP_004327167.1	573.2	1.6e-208
YP_009598009.1	YP_007002506.1	581.3	1e-211
YP_009598009.1	YP_007236842.1	624.8	9.4e-229
YP_009598009.1	YP_008857188.1	607.8	3.1e-222
YP_009598009.1	YP_009623433.1	604.0	1e-220
YP_009598009.1	YP_009199963.1	604.0	1e-220
YP_009598009.1	YP_009186914.1	607.8	3.1e-222
YP_009598009.1	YP_009273781.1	604.0	1e-220
YP_009598009.1	YP_009291216.1	619.4	8.2e-227
YP_009598009.1	YP_009224717.1	628.6	1.8e-230
YP_009598009.1	YP_009598074.1	627.1	7.3e-230
YP_009598009.1	YP_009287446.1	581.3	1e-211
YP_009598009.1	YP_009009331.1	238.4	1.5e-76
YP_009598009.1	YP_009222737.1	234.6	4.5e-75
YP_009598009.1	YP_009846489.1	226.1	1e-71
YP_009598009.1	YP_009618540.1	200.7	7.9e-62
YP_009598009.1	YP_009794750.1	200.7	7.9e-62
YP_009598009.1	YP_009966206.1	198.0	1.6e-60
YP_009598009.1	YP_010105931.1	189.1	3.1e-57
YP_277501.1	YP_001039757.1	72.0	1.5e-15
YP_277501.1	YP_009965914.1	141.0	3.2e-42
YP_277501.1	YP_009902430.1	139.0	1.1e-41
YP_277501.1	YP_009902951.1	138.3	2.3e-41
YP_277501.1	YP_009902821.1	138.3	2.3e-41
YP_277501.1	YP_009903331.1	138.3	2.3e-41
YP_277501.1	YP_009901365.1	138.7	2.6e-41
YP_277501.1	YP_009818825.1	136.7	9.1e-41
YP_277501.1	YP_009901099.1	137.1	1.1e-40
YP_277501.1	YP_009197864.1	136.3	1.3e-40
YP_277501.1	YP_009791584.1	136.3	1.3e-40
YP_277501.1	YP_009792130.1	136.3	1.3e-40
YP_277501.1	YP_009807432.1	136.3	1.3e-40
YP_277501.1	YP_009808819.1	136.3	1.3e-40
YP_277501.1	YP_009808744.1	136.3	1.3e-40
YP_277501.1	YP_009808665.1	136.3	1.3e-40
YP_277501.1	YP_009903272.1	136.3	1.3e-40
YP_277501.1	YP_009903094.1	136.3	1.3e-40
YP_277501.1	YP_009901283.1	138.7	1.3e-40
YP_277501.1	YP_009901176.1	138.7	1.3e-40
YP_277501.1	YP_009998282.1	60.8	1.1e-10
YP_277501.1	YP_009998355.1	61.6	4.1e-11
YP_009623282.1	ERR843924__NODE_18_length_29760_cov_22.677866_23	56.6	4.5e-08
YP_009623282.1	ERR843942__NODE_1_length_66462_cov_22.158327_76	56.2	6.3e-08
YP_009623282.1	ERR843988__NODE_57_length_12046_cov_7.995497_4	56.2	6.3e-08
YP_009623282.1	YP_009597218.1	683.3	1.3e-250
YP_009623282.1	YP_006908220.1	660.6	1.3e-241
YP_009623282.1	YP_009169189.1	328.2	1.9e-110
YP_009623282.1	YP_007005140.1	325.5	1.9e-109
YP_010108770.1	YP_009037213.1	85.9	2.3e-21
YP_010108770.1	YP_009277061.1	78.6	5.1e-18
YP_010108770.1	YP_009618539.1	137.9	7.9e-42
YP_010108770.1	YP_009794751.1	137.9	7.9e-42
YP_010108770.1	YP_009819618.1	138.3	5.2e-42
YP_010108770.1	YP_009621234.1	187.2	2.4e-61
YP_010108770.1	YP_009621440.1	182.2	2.3e-59
YP_010108770.1	YP_009846490.1	130.2	7.5e-39
YP_010108770.1	YP_010101927.1	277.7	4.3e-97
YP_010108770.1	YP_010102765.1	181.4	4.6e-59
YP_010108770.1	YP_010102580.1	277.7	4.3e-97
YP_010108770.1	YP_010105932.1	278.5	2.1e-97
YP_010108770.1	YP_010105741.1	277.7	4.3e-97
YP_010108770.1	YP_010108193.1	277.7	4.3e-97
YP_010108770.1	YP_010108575.1	277.7	4.3e-97
YP_010108770.1	YP_010114324.1	186.0	6.9e-61
YP_010108770.1	YP_010107997.1	184.1	5e-60
YP_010108770.1	YP_009985323.1	131.0	3.8e-39
YP_010108770.1	YP_009984749.1	128.3	4.4e-38
YP_010108770.1	YP_009012426.1	127.9	6.3e-38
YP_010108770.1	YP_009984456.1	124.4	1.5e-36
YP_010108770.1	YP_009985641.1	124.4	1.5e-36
YP_010108770.1	YP_009987300.1	123.6	2.9e-36
YP_010108770.1	YP_002003579.1	118.2	4e-34
YP_010108770.1	YP_008530320.1	118.2	4e-34
YP_010108770.1	YP_009030983.1	116.7	1.6e-33
YP_010108770.1	YP_009593676.1	116.7	1.6e-33
YP_010108770.1	YP_009177522.1	112.1	1.1e-31
YP_010108770.1	YP_009602305.1	114.8	9.3e-33
YP_010096200.1	YP_009857551.1	70.5	4.9e-14
YP_010096200.1	YP_004010081.1	442.6	3.5e-157
YP_010096200.1	YP_004009580.1	254.6	5.6e-83
YP_010096200.1	YP_007501251.1	413.3	1.3e-145
YP_010096200.1	YP_009126161.1	404.4	4.3e-142
YP_010096200.1	YP_009195631.1	251.5	2.5e-81
YP_010096200.1	YP_009289571.1	611.3	7e-224
YP_010096200.1	YP_009190792.1	604.7	2.7e-221
YP_010096200.1	YP_009286572.1	411.4	7.8e-145
YP_010096200.1	YP_009288904.1	604.7	2.7e-221
YP_010096200.1	YP_010090688.1	315.5	4.4e-107
YP_010096200.1	YP_010092086.1	249.2	2e-80
YP_010096200.1	YP_009615696.1	401.4	7e-141
YP_010096200.1	YP_010093585.1	254.2	2.2e-82
YP_010096200.1	YP_010090933.1	403.7	9.6e-142
YP_010096200.1	YP_010094102.1	443.0	2.5e-157
YP_010096200.1	YP_010098470.1	615.1	2.1e-225
YP_010096200.1	YP_009618304.1	452.2	6.2e-161
YP_010096200.1	YP_010095180.1	354.8	1.8e-122
YP_010096200.1	YP_007236053.1	342.4	1.6e-117
YP_010096200.1	YP_009200480.1	342.4	1.6e-117
YP_010096200.1	YP_010089819.1	341.7	3.2e-117
YP_009954063.1	YP_009953871.1	253.4	4.4e-88
YP_009954063.1	YP_009954361.1	251.9	1.7e-87
YP_009954063.1	YP_009638643.1	179.5	4.9e-58
YP_009954063.1	YP_009952129.1	176.8	1.1e-57
YP_009954063.1	YP_009212820.1	153.3	1.4e-48
YP_009954063.1	YP_009282316.1	152.1	3.7e-48
YP_009954063.1	YP_009951063.1	152.1	3.7e-48
YP_009954063.1	YP_009950877.1	150.6	1.6e-47
YP_009954063.1	YP_009950783.1	150.6	1.6e-47
YP_009954063.1	YP_009043673.1	151.4	7.4e-48
YP_009954063.1	YP_009951849.1	149.8	3.4e-46
YP_009954063.1	YP_009201707.1	140.2	1.9e-43
YP_009954063.1	YP_009978687.1	136.7	4e-42
YP_009954063.1	YP_009951264.1	134.4	6.3e-41
YP_009954063.1	YP_009951655.1	131.0	1.7e-39
YP_009954063.1	YP_009953574.1	114.4	1.8e-33
YP_009954063.1	YP_009637421.1	115.9	4.1e-33
YP_009954063.1	YP_009202717.1	115.9	4.4e-33
NP_861919.1	YP_010090055.1	621.3	8.9e-228
NP_861919.1	YP_010068923.1	620.2	2.6e-227
NP_861919.1	YP_010076305.1	619.0	7.3e-227
NP_861919.1	YP_009056802.1	618.6	1e-226
NP_861919.1	YP_010088304.1	618.6	1e-226
NP_861919.1	YP_009592739.1	616.3	8.5e-226
NP_861919.1	YP_009037549.1	614.8	3.5e-225
NP_861919.1	YP_010096489.1	566.2	5.6e-206
NP_861919.1	YP_010099961.1	523.1	1.3e-189
NP_861919.1	YP_010069509.1	505.0	1e-181
NP_861919.1	YP_010068454.1	501.5	2.4e-180
NP_861919.1	YP_010091253.1	500.4	6.6e-180
NP_861919.1	YP_009619027.1	500.4	6.9e-180
NP_861919.1	YP_010073595.1	497.3	1.1e-178
NP_861919.1	YP_010072232.1	496.5	2.3e-178
NP_861919.1	YP_009030276.1	305.1	7.8e-103
NP_861919.1	YP_009883937.1	302.4	1.2e-101
YP_010071691.1	YP_010091253.1	67.0	7.1e-15
YP_010071691.1	YP_010076418.1	67.0	7.1e-15
YP_010071691.1	YP_010067900.1	67.0	7.1e-15
YP_010071691.1	YP_010099697.1	67.0	7.1e-15
YP_010071691.1	YP_010070599.1	67.0	7.1e-15
YP_010071691.1	YP_010074422.1	67.0	7.1e-15
YP_010071691.1	YP_009625031.1	65.5	2.6e-14
YP_010071691.1	YP_009180719.1	65.5	2.6e-14
YP_010071691.1	YP_004415113.1	65.1	3.6e-14
YP_010071691.1	YP_002854174.1	63.9	9.4e-14
YP_010071691.1	YP_009167588.1	63.9	9.4e-14
YP_010071691.1	YP_009030827.1	63.9	9.4e-14
YP_010071691.1	YP_010073871.1	63.9	9.4e-14
YP_010071691.1	NP_049834.1	63.9	9.5e-14
YP_010071691.1	YP_009102420.1	63.9	9.5e-14
YP_010071691.1	YP_007004960.1	63.9	9.5e-14
YP_010071691.1	YP_010066170.1	63.9	9.5e-14
YP_010071691.1	YP_009284242.1	63.9	9.5e-14
YP_010071691.1	YP_009288583.1	63.9	9.5e-14
YP_010071691.1	YP_009277591.1	63.9	9.5e-14
YP_009288910.1	YP_656429.1	347.1	8.1e-117
YP_009288910.1	YP_004301170.1	273.9	4.6e-88
YP_009288910.1	YP_003858368.1	298.1	7.7e-98
YP_009288910.1	YP_009623289.1	82.4	2.4e-16
YP_009288910.1	YP_006489056.1	391.3	3.2e-134
YP_009288910.1	YP_007010876.1	349.4	1e-117
YP_009288910.1	YP_009217606.1	336.3	1.4e-112
YP_009288910.1	YP_006908215.1	82.8	1.6e-16
YP_009288910.1	YP_009196406.1	341.3	1.1e-114
YP_009288910.1	YP_009097670.1	307.0	4.4e-101
YP_009288910.1	YP_009321640.1	84.7	3.9e-17
YP_009288910.1	YP_009218668.1	302.4	1.7e-99
YP_009288910.1	YP_009607264.1	303.1	1.4e-99
YP_009288910.1	YP_009285605.1	301.6	3.4e-99
YP_009288910.1	YP_009599568.1	229.2	9.1e-71
YP_009288910.1	YP_009613044.1	349.4	1e-117
YP_009288910.1	YP_009850891.1	101.7	4.9e-23
YP_009288910.1	YP_010077786.1	104.0	7.5e-24
YP_009288910.1	YP_010095644.1	347.4	5.7e-117
YP_009288910.1	YP_010095938.1	348.2	2.9e-117
YP_009288910.1	NP_891794.1	298.9	7.3e-98
YP_009288910.1	YP_001469567.1	304.7	4e-100
YP_009288910.1	YP_002922302.1	305.8	1.7e-100
YP_009288910.1	YP_004009585.1	368.6	3.3e-125
YP_009288910.1	YP_006987183.1	227.6	3.3e-70
YP_009288910.1	YP_007007619.1	229.9	3.9e-71
YP_009288910.1	YP_007677915.1	349.0	1.4e-117
YP_009288910.1	YP_007236062.1	350.9	2.6e-118
YP_009288910.1	YP_009118908.1	303.1	1.6e-99
YP_009288910.1	YP_009150443.1	246.1	1.8e-77
YP_009288910.1	YP_009030282.1	332.0	4.3e-111
YP_009288910.1	YP_009195637.1	364.0	1.2e-123
YP_009288910.1	YP_009289565.1	750.7	3.8e-276
YP_009288910.1	YP_009190798.1	760.4	5.8e-280
YP_009288910.1	YP_010089554.1	763.5	3.5e-281
YP_009288910.1	YP_010098464.1	761.5	2e-280
YP_009288910.1	YP_010096206.1	745.0	7.3e-274
YP_009288910.1	YP_009836865.1	443.4	1.1e-154
YP_009288910.1	YP_010092383.1	406.4	5e-140
YP_009288910.1	YP_010090941.1	405.2	1.4e-139
YP_009288910.1	YP_009289058.1	394.0	2e-135
YP_009288910.1	YP_009146678.1	394.0	2.2e-135
YP_009288910.1	YP_009618311.1	394.0	2.2e-135
YP_009288910.1	YP_010088298.1	393.7	2.9e-135
YP_009288910.1	YP_009225029.1	393.7	2.9e-135
YP_009288910.1	YP_010096482.1	393.7	2.9e-135
YP_009288910.1	YP_010278695.1	393.7	2.9e-135
YP_009288910.1	YP_009056809.1	393.3	4.1e-135
YP_009288910.1	YP_009593224.1	392.5	8.2e-135
YP_009288910.1	YP_009100768.1	392.5	8.2e-135
YP_009288910.1	YP_009280089.1	365.9	1.6e-124
YP_009288910.1	YP_010092092.1	362.5	4.9e-123
YP_009288910.1	YP_009623670.1	238.0	3.4e-74
YP_009288910.1	YP_010093578.1	366.7	1.1e-124
YP_009288910.1	YP_010097245.1	295.0	1.3e-96
YP_009288910.1	YP_004956958.1	82.4	2.4e-16
YP_009288910.1	YP_004421706.1	84.7	3.9e-17
YP_009808495.1	YP_009207500.1	148.3	1e-42
YP_009808495.1	YP_009618541.1	148.3	1e-42
YP_009808495.1	YP_009794749.1	148.3	1e-42
YP_009808495.1	YP_009819597.1	540.8	4.3e-197
YP_009808495.1	YP_010108573.1	145.6	1.2e-41
YP_009808495.1	YP_010101923.1	144.8	2.4e-41
YP_009808495.1	YP_010108380.1	144.8	2.4e-41
YP_009808495.1	YP_010114320.1	144.4	3.3e-41
YP_009808495.1	YP_009621434.1	144.1	4.7e-41
YP_009808495.1	YP_010108190.1	142.9	1.3e-40
YP_009808495.1	YP_004306516.1	121.3	6e-32
YP_009808495.1	YP_009794537.1	121.3	6e-32
YP_009808495.1	YP_009620956.1	119.0	3.9e-31
YP_009197236.1	YP_803158.1	623.2	1.9e-228
YP_009197236.1	YP_004415113.1	617.5	3.8e-226
YP_009197236.1	YP_007004595.1	626.7	8.3e-230
YP_009197236.1	YP_006986775.1	628.6	1.4e-230
YP_009197236.1	YP_009149463.1	628.6	1.4e-230
YP_009197236.1	YP_009153819.1	630.2	3.5e-231
YP_009197236.1	YP_010066870.1	627.1	5.8e-230
YP_009197236.1	YP_009625436.1	627.1	5.8e-230
YP_009197236.1	YP_010071423.1	633.6	1.5e-232
YP_009197236.1	YP_010074075.1	633.6	1.5e-232
YP_009197236.1	YP_010065861.1	627.1	5.8e-230
YP_009197236.1	YP_010075759.1	627.1	5.8e-230
YP_009197236.1	YP_010073152.1	625.9	1.7e-229
YP_009197236.1	YP_009281552.1	625.9	1.7e-229
YP_009197236.1	YP_010106030.1	625.2	3.4e-229
YP_009197236.1	YP_010094469.1	624.0	9.6e-229
YP_009197236.1	YP_010072781.1	624.4	6.8e-229
YP_009197236.1	YP_009290484.1	622.5	3.9e-228
YP_009197236.1	YP_010075111.1	624.0	9.6e-229
YP_009197236.1	YP_010065279.1	615.1	3.1e-225
YP_009197236.1	YP_009850416.1	487.6	7.9e-175
YP_010067906.1	NP_049839.1	757.3	4.8e-279
YP_010067906.1	YP_010067372.1	757.3	4.8e-279
YP_010067906.1	YP_002854180.1	758.8	1.2e-279
YP_010067906.1	YP_009167594.1	758.8	1.2e-279
YP_010067906.1	YP_009168046.1	757.3	4.8e-279
YP_010067906.1	YP_007004966.1	758.8	1.2e-279
YP_010067906.1	YP_010066874.1	755.7	1.9e-278
YP_010067906.1	YP_009210145.1	756.1	1.4e-278
YP_010067906.1	YP_009281558.1	755.7	1.9e-278
YP_010067906.1	YP_010076841.1	754.2	7.9e-278
YP_010067906.1	YP_010068460.1	758.8	1.2e-279
YP_010067906.1	YP_010070879.1	758.8	1.2e-279
YP_010067906.1	YP_010099691.1	757.7	3.4e-279
YP_010067906.1	YP_010076030.1	758.1	2.4e-279
YP_010067906.1	YP_010072516.1	758.1	2.4e-279
YP_010067906.1	YP_010065867.1	757.3	4.8e-279
YP_010067906.1	YP_010228734.1	758.1	2.4e-279
YP_010067906.1	YP_010070329.1	756.5	9.6e-279
YP_010067906.1	YP_010073601.1	755.7	1.9e-278
YP_010067906.1	YP_010066429.1	755.7	1.9e-278
YP_010067906.1	YP_010072238.1	755.7	1.9e-278
YP_010067906.1	YP_010068133.1	755.7	1.9e-278
YP_010067906.1	YP_010073877.1	744.2	7.3e-274
YP_010067906.1	YP_010070994.1	755.4	4.5e-278
ERR843989__NODE_10_length_16427_cov_114.180674_2	ERR843981__NODE_24_length_13782_cov_13.820645_17	117.1	9.9e-35
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909952.1	121.7	1.1e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909547.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009908289.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009908216.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009908134.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909812.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009910025.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009910090.1	121.3	1.6e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	NP_040633.1	120.9	2.2e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_001449265.1	120.9	2.2e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_007111757.1	120.9	2.2e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909140.1	120.9	2.2e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009908456.1	120.9	2.2e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909622.1	119.8	6.3e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909691.1	119.8	6.3e-36
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009601909.1	118.2	2.6e-35
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009909474.1	117.1	8.3e-35
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_009617222.1	89.4	3.3e-22
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_006590020.1	60.1	2.6e-12
ERR843989__NODE_10_length_16427_cov_114.180674_2	YP_007111685.1	51.2	6.1e-09
YP_009638643.1	YP_009951849.1	254.6	1.5e-86
YP_009638643.1	YP_009951264.1	136.3	6.3e-41
YP_009638643.1	YP_009951265.1	59.3	1.7e-11
YP_009638643.1	YP_009950877.1	154.1	3.7e-48
YP_009638643.1	YP_009950783.1	154.1	3.7e-48
YP_009638643.1	YP_009953871.1	176.0	1.2e-56
YP_009638643.1	YP_009953174.1	50.4	3.6e-08
YP_009638643.1	YP_009953670.1	56.6	1.5e-10
YP_009638643.1	YP_009952129.1	195.3	3.6e-64
YP_009638643.1	YP_009954163.1	50.1	4.9e-07
YP_009638643.1	YP_009954361.1	182.2	4.3e-59
YP_009638643.1	YP_009953574.1	107.8	3.3e-30
YP_009638643.1	YP_009951655.1	129.4	5.5e-38
YP_009638643.1	YP_009951656.1	60.8	2.8e-12
YP_009638643.1	YP_009953475.1	59.3	1.5e-11
YP_009638643.1	YP_009637421.1	197.2	2.5e-64
YP_009638643.1	YP_009202717.1	198.7	6e-65
YP_009638643.1	YP_009282316.1	155.6	9.1e-49
YP_009638643.1	YP_009951063.1	155.6	9.1e-49
YP_009638643.1	YP_009043673.1	152.9	1.1e-47
YP_009638643.1	YP_009212820.1	149.1	5.5e-46
YP_009638643.1	YP_009201707.1	143.3	6.6e-44
YP_009638643.1	YP_009002737.1	51.2	2.2e-08
YP_009638643.1	YP_009951555.1	57.8	1.4e-10
YP_009638643.1	YP_009978687.1	128.3	4.1e-38
YP_009791490.1	ERR844058__NODE_1_length_99061_cov_1233.364847_57	78.6	3.1e-17
YP_009791490.1	YP_009196416.1	200.7	6.2e-62
YP_009791490.1	YP_009850846.1	199.9	1.2e-61
YP_009791490.1	YP_009201273.1	196.4	3.9e-60
YP_009791490.1	YP_009844483.1	197.2	1.3e-60
YP_009791490.1	YP_009851202.1	195.7	5.5e-60
YP_009791490.1	NP_899338.1	189.5	1.9e-57
YP_009791490.1	YP_003969353.1	186.8	2.1e-56
YP_009791490.1	YP_008125289.1	182.2	1.2e-54
YP_009791490.1	YP_010093016.1	179.1	2.1e-53
YP_009791490.1	YP_009622720.1	177.6	5.4e-53
YP_009791490.1	YP_009834381.1	166.8	1.2e-48
YP_009791490.1	YP_009835014.1	166.8	1.2e-48
YP_009791490.1	YP_010097242.1	166.4	1.2e-48
YP_009791490.1	YP_010103536.1	166.4	1.4e-48
YP_009791490.1	YP_002922299.1	166.0	1.7e-48
YP_009791490.1	YP_009118905.1	166.0	1.7e-48
YP_009791490.1	YP_009602181.1	166.0	1.7e-48
YP_009791490.1	NP_891791.1	164.9	4.7e-48
YP_009791490.1	YP_007010234.1	164.9	6.6e-48
YP_009791490.1	YP_010077757.1	154.8	2.3e-44
YP_009985323.1	YP_007236432.2	131.7	1.8e-39
YP_009985323.1	YP_009012426.1	269.2	6.7e-94
YP_009985323.1	YP_008859357.1	129.0	2.1e-38
YP_009985323.1	YP_009100415.1	68.6	7.6e-16
YP_009985323.1	YP_009786577.1	225.7	1.1e-76
YP_009985323.1	YP_009787104.1	225.7	1.1e-76
YP_009985323.1	YP_009813966.1	106.3	1.8e-29
YP_009985323.1	YP_009813337.1	110.2	5.4e-31
YP_009985323.1	YP_009823779.1	225.7	1.1e-76
YP_009985323.1	YP_009846490.1	127.1	1e-37
YP_009985323.1	YP_009984456.1	231.9	4.1e-79
YP_009985323.1	YP_009984749.1	229.2	4.8e-78
YP_009985323.1	YP_009985641.1	231.9	4.1e-79
YP_009985323.1	YP_009987300.1	229.2	4.8e-78
YP_009985323.1	YP_009985561.1	228.4	9.8e-78
YP_009985323.1	YP_009986849.1	226.1	8e-77
YP_009985323.1	YP_009985881.1	225.7	1.1e-76
YP_009985323.1	YP_009987095.1	222.2	2.7e-75
YP_009985323.1	YP_006987005.1	198.7	5.5e-66
YP_009985323.1	YP_009187718.1	188.0	9.8e-62
YP_009985323.1	YP_009832593.1	188.0	9.8e-62
YP_009985323.1	YP_009842370.1	188.0	9.8e-62
YP_009985323.1	YP_009966208.1	188.0	9.8e-62
YP_009985323.1	YP_009859153.1	186.8	2.8e-61
YP_009985323.1	YP_009835812.1	183.7	4.6e-60
YP_009985323.1	YP_004893914.1	178.3	6.5e-58
YP_009985323.1	YP_009149015.1	178.3	6.5e-58
YP_009985323.1	YP_010101927.1	132.5	9.5e-40
YP_009985323.1	YP_010102580.1	132.5	9.5e-40
YP_009985323.1	YP_010105932.1	131.3	2.7e-39
YP_009985323.1	YP_010105741.1	132.5	9.5e-40
YP_009985323.1	YP_010108193.1	132.5	9.5e-40
YP_009985323.1	YP_010108575.1	132.5	9.5e-40
YP_009985323.1	YP_004327165.1	126.7	1.8e-37
YP_009985323.1	YP_007236841.1	131.0	3.7e-39
YP_009985323.1	YP_008857187.1	131.7	1.8e-39
YP_009985323.1	YP_009623432.1	125.2	7e-37
YP_009985323.1	YP_009199962.1	131.7	1.8e-39
YP_009985323.1	YP_009186913.1	131.7	1.8e-39
YP_009985323.1	YP_009273780.1	131.7	1.8e-39
YP_009985323.1	YP_009291217.1	131.0	3.7e-39
YP_009985323.1	YP_009598073.1	131.0	3.7e-39
YP_009985323.1	YP_002003579.1	120.6	4.3e-35
YP_009985323.1	YP_007006245.1	120.9	3e-35
YP_009985323.1	YP_008530320.1	121.3	2.1e-35
YP_009985323.1	YP_009030983.1	119.8	8.6e-35
YP_009985323.1	YP_009009328.1	80.1	1.3e-19
YP_009985323.1	YP_009287447.1	129.0	2.1e-38
YP_009985323.1	YP_009593676.1	119.8	8.6e-35
YP_009985323.1	YP_009224716.1	129.0	2.1e-38
YP_009985323.1	YP_009177522.1	115.2	5.7e-33
YP_009985323.1	YP_009602305.1	117.9	4.9e-34
YP_009985323.1	YP_009851655.1	127.1	1.1e-37
YP_009985323.1	YP_009854319.1	123.6	2.6e-36
YP_009611683.1	ERR844055__NODE_10_length_33973_cov_40.644761_27	130.2	9.2e-33
YP_009611683.1	YP_009810521.1	224.6	2e-68
YP_009611683.1	YP_009809961.1	221.1	4.3e-67
YP_009611683.1	YP_006988523.1	188.3	1.1e-54
YP_009611683.1	YP_002224946.1	99.4	7.2e-22
YP_009611683.1	YP_010056736.1	97.1	4.3e-21
YP_009611683.1	YP_009816375.1	92.8	1.6e-20
YP_009611683.1	YP_009212514.1	89.0	2.8e-18
YP_009611683.1	YP_003969377.1	87.8	4.1e-18
YP_009611683.1	YP_009143188.1	85.9	3e-17
YP_009611683.1	YP_009601394.1	85.9	3e-17
YP_009611683.1	YP_655873.1	83.6	1.6e-16
YP_009611683.1	YP_007877166.1	79.3	5.2e-15
YP_009611683.1	YP_009222883.1	78.6	9.3e-15
YP_009611683.1	YP_010093040.1	76.6	2.1e-14
YP_009611683.1	YP_009011717.1	75.9	4.1e-14
YP_009611683.1	YP_009201383.1	75.9	4.7e-14
YP_001039757.1	YP_009996943.1	157.1	7e-49
YP_001039757.1	YP_009997010.1	149.4	9.1e-46
YP_001039757.1	YP_009809838.1	117.5	6.2e-31
YP_001039757.1	YP_009810391.1	116.3	7.9e-31
YP_001039757.1	YP_009610702.1	91.3	9.9e-22
YP_001039757.1	YP_009611368.1	90.5	1.9e-21
YP_001039757.1	YP_009611598.1	90.5	1.9e-21
YP_001039757.1	YP_010101579.1	90.5	1.9e-21
YP_001039757.1	YP_010103536.1	89.7	3.6e-21
YP_001039757.1	YP_010104052.1	88.6	1e-20
YP_001039757.1	YP_009611145.1	88.2	1.4e-20
YP_001039757.1	YP_009610928.1	87.0	3.8e-20
YP_001039757.1	YP_009839612.1	76.6	2.5e-16
YP_001039757.1	YP_009841306.1	76.3	3.5e-16
YP_001039757.1	YP_009839855.1	75.9	4.8e-16
YP_001039757.1	YP_009840342.1	75.9	4.8e-16
YP_001039757.1	YP_009840097.1	75.1	9.3e-16
YP_001039757.1	ERR843979__NODE_48_length_8656_cov_6.445995_11	71.6	2.1e-15
YP_009952968.1	YP_009952319.1	95.1	7.5e-25
YP_009952968.1	YP_009951753.1	115.5	2.7e-33
YP_009952968.1	YP_009951848.1	115.5	2.9e-33
YP_009952968.1	YP_009953964.1	134.8	1.2e-40
YP_009952968.1	YP_009951943.1	113.6	1.7e-32
YP_009952968.1	YP_009952037.1	112.5	4.8e-32
YP_009952968.1	YP_009952677.1	91.7	1.7e-23
YP_009952968.1	YP_009950880.1	115.9	7.4e-33
YP_009952968.1	YP_009952776.1	94.0	2.1e-24
YP_009952968.1	YP_009950974.1	111.7	5.6e-31
YP_009952968.1	YP_009953669.1	143.3	7.1e-44
YP_009952968.1	YP_009954161.1	137.5	5.3e-42
YP_009952968.1	YP_009953474.1	136.0	4.8e-41
YP_009952968.1	YP_009952223.1	118.2	2.5e-34
YP_009952968.1	YP_009202716.1	117.1	6.6e-34
YP_009952968.1	YP_009125837.1	118.2	2.3e-34
YP_009952968.1	YP_009043676.1	115.9	1.4e-32
YP_009952968.1	YP_009951554.1	94.7	6.9e-26
YP_009952968.1	YP_003857053.1	91.7	1.7e-23
YP_009952968.1	YP_009019060.1	94.4	1.5e-24
YP_009032477.1	YP_009952415.1	95.5	8.7e-26
YP_009032477.1	YP_009953573.1	70.5	4.3e-16
YP_009032477.1	NP_569816.1	176.8	8.3e-59
YP_009032477.1	YP_009016437.1	117.5	2.1e-34
YP_009032477.1	YP_003856956.1	104.4	2.9e-29
YP_009032477.1	YP_009953281.1	97.1	2.2e-26
YP_009032477.1	YP_009950880.1	96.3	5.6e-26
YP_009032477.1	YP_009951554.1	94.7	2.1e-26
YP_009032477.1	YP_009215584.1	95.1	1.2e-25
YP_009032477.1	YP_009043676.1	95.9	1.3e-25
YP_009032477.1	YP_009954062.1	92.4	1.4e-24
